id,text_lower,label,matched_word,mod_text,text_final
1589076160494780417,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend","hello mercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text اعدام کنید please permanently suspend accounts that use this hashtag for violating twitter rules. thank you mahsaamini مهسا امینی",hello mercenary terrorist islamic republic trend hashtag execute follow farsi text اعدام کنید please permanently suspend account use hashtag violate twitter rule thank mahsaamini مهسا امینی
1608493784077058050,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution",1,twitter has block,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. iranrevolution",despite difficult condition iran ukraine twitter block prefix two country make unable access many feature available twitter let people every country speak without put obstacle way iranrevolution
1589635366306226176,"it's enough!  mr. @elonmusk, ban twitter for criminal khamenei.\n if he does not allow the people to use this platform, why do you allow him to use this platform?\n#مهسا_امینی\nهفتاد و پنج",1, ban twitter,"it's enough! mr. , ban twitter for criminal khamenei. if he does not allow the people to use this platform, why do you allow him to use this platform? مهسا امینی هفتاد و پنج",enough ban twitter criminal khamenei allow people use platform allow use platform مهسا امینی هفتاد و پنج
1594456927915868161, let's review\n#100daysofcode #cybersecurity\n#python #iot #pytorch @kiiara \n#javascript #reactjs #wordpress #security #defi #btsv #devops\n#roblox #flutter #html #azure\n#blacktechtwitter #serverless #news #mahsaamini #nodejs \n#blockchain #nftcommunity \n#زن_زندگی_آزادی #nft #cloud https://t.co/vot8luf8hz,0,twitter #serverless #news #mahsaamini #nodejs \n#block,let's review 100daysofcode cybersecurity python iot pytorch javascript reactjs wordpress security defi btsv devops roblox flutter html azure blacktechtwitter serverless news mahsaamini nodejs blockchain nftcommunity زن زندگی آزادی nft cloud https//t.co/vot8luf8hz,let review cybersecurity python iot pytorch javascript reactjs wordpress security defi btsv devops roblox flutter html azure blacktechtwitter serverless news mahsaamini nodejs blockchain nftcommunity زن زندگی آزادی nft cloud
1618656135262916610,"send a dm now to remove two factor authentication from any account, l'm always available 24/7. #icloud #twofactor #authentication #account #cryptocurrencymarket #california #states #burns #send #remove #hack",0,remove two factor authentication from any account,"send a dm now to remove two factor authentication from any account, l'm always available 24/7. icloud twofactor authentication account cryptocurrencymarket california states burns send remove hack",send dm remove two factor authentication account l always available icloud twofactor authentication account cryptocurrencymarket california state burn send remove hack
1588905439047331840,"mercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n#mahsaamini\n@twittersupport",1,suspend account,"mercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text اعدام کنید please permanently suspend accounts that use this hashtag for violating twitter rules. thank you mahsaamini",mercenary terrorist islamic republic trend hashtag execute follow farsi text اعدام کنید please permanently suspend account use hashtag violate twitter rule thank mahsaamini
1612577292408033282,"according to harana's report, at least 528 people were hanged in iran during the past year (1400_ 1401), which is a 98% increase compared to the same period last year.\n#mahsaamini \n@cnnbrk @cnn @news \n@accountisfreeee @guardiannews https://t.co/oczpwaeegj",0,"report, at least 528 people were hanged in iran during the past year (1400_ 1401), which is a 98% increase compared to the same period last year.\n#mahsaamini \n@cnnbrk @cnn @news \n@account","according to harana's report, at least 528 people were hanged in iran during the past year (1400 1401), which is a 98% increase compared to the same period last year. mahsaamini https//t.co/oczpwaeegj",accord harana report least people hang iran past year increase compare period last year mahsaamini
1572595568060387333,#instagram is now filtered inside of iran. currently it only works with #vpn. there is a possibility that the #internet will be interrupted tonight and we’ll be disconnected from rest of the world. share please . @netblocks @instagram @twitter @google @facebook,1,blocks @instagram @twitter,instagram is now filtered inside of iran. currently it only works with vpn. there is a possibility that the internet will be interrupted tonight and we’ll be disconnected from rest of the world. share please .,instagram filtered inside iran currently work vpn possibility internet interrupt tonight disconnect rest world share please
1601974952219090945,"🧐 so what actually does that intel? 🗣️ elon 🖖 hey friend 😅will we be seeing #financial #lockdown next!? i mean, all those #starlink will control something right? id 2020 🤔 blockchain..will we see #drones keeping us on lock!? i have so many questions for #twitter daddy 😅 https://t.co/abr2djkrrf",0,blockchain..will we see #drones keeping us on lock!? i have so many questions for #twitter,"so what actually does that intel? elon hey friend will we be seeing financial lockdown next!? i mean, all those starlink will control something right? id 2020 blockchain..will we see drones keeping us on lock!? i have so many questions for twitter daddy https//t.co/abr2djkrrf",actually intel elon hey friend see financial lockdown next mean starlink control something right id blockchain see drone keep u lock many question twitter daddy
1614060781892702208,dear @twittersupport @twitter the account @jupiter_rad__2 hasn’t been restored yet despite our numerous requests. @jupiter_rad_2 is a popular account and is dear to the #peopleofiran but was reported by false accounts affiliated to #irgcterrorists\npls reinstate it\n#mahsaamini‌ https://t.co/nkrawlw6up,1,twittersupport @twitter the account @jupiter_rad__2 hasn’t been restored yet despite our numerous requests. @jupiter_rad_2 is a popular account and is dear to the #peopleofiran but was report,dear the account rad 2 hasn’t been restored yet despite our numerous requests. rad 2 is a popular account and is dear to the peopleofiran but was reported by false accounts affiliated to irgcterrorists pls reinstate it mahsaamini‌ https//t.co/nkrawlw6up,dear account rad restore yet despite numerous request rad popular account dear peopleofiran report false account affiliate irgcterrorists pls reinstate
1602192462084087808,second iranian detainee executed over anti - government protests : report \n#thearabposts #iran #iranprotests \nhttps://t.co/uln9aoyz8u,0,report \n#thearabpost,second iranian detainee executed over anti - government protests report thearabposts iran iranprotests https//t.co/uln9aoyz8u,second iranian detainee execute anti government protest report thearabposts iran iranprotests
1607427628583075842,unlock your ban or hacked twitter \nslide my dm now #twiter #hacking #hacking #hacked #hacker #hack #twitterfiles2 #twittergate https://t.co/nr95r6oo5k,1, ban or hacked twitter,unlock your ban or hacked twitter slide my dm now twiter hacking hacking hacked hacker hack twitterfiles2 twittergate https//t.co/nr95r6oo5k,unlock ban hack twitter slide dm twiter hack hack hack hacker hack twittergate
1610383291047370752,dm me now on how to recover trust wallet phrase and coinbase account recovery#trustwallet #bnb  #cyber #recoveryphrase #hacked #crypto  #cryptonews #btc  #anonymous  #nfthack #stolencoins #snapchat#igotbanned #ilostmyaccount #accountsuspended #igotlockedout...,0,account recovery#trustwallet #bnb  #cyber #recoveryphrase #hacked #crypto  #cryptonews #btc  #anonymous  #nfthack #stolencoins #snapchat#igotbanned #ilostmyaccount #accountsuspend,dm me now on how to recover trust wallet phrase and coinbase account recoverytrustwallet bnb cyber recoveryphrase hacked crypto cryptonews btc anonymous nfthack stolencoins snapchatigotbanned ilostmyaccount accountsuspended igotlockedout...,dm recover trust wallet phrase coinbase account recoverytrustwallet bnb cyber recoveryphrase hack crypto cryptonews btc anonymous nfthack stolencoins snapchatigotbanned ilostmyaccount accountsuspended igotlockedout
1599074765892767744,"as amir hossein later narrated to his mother, he was subjected to torture and harassment throughout his detention in the safe house, and his eardrum was torn due to the beating of the officers during his detention./2\n#mahsaamini https://t.co/tx47svrmal",0,harassment,"as amir hossein later narrated to his mother, he was subjected to torture and harassment throughout his detention in the safe house, and his eardrum was torn due to the beating of the officers during his detention./2 mahsaamini https//t.co/tx47svrmal",amir hossein later narrate mother subject torture harassment throughout detention safe house eardrum tear due beating officer mahsaamini
1589557737955897344,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend","hello mercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text اعدام کنید please permanently suspend accounts that use this hashtag for violating twitter rules. thank you mahsaamini مهسا امینی",hello mercenary terrorist islamic republic trend hashtag execute follow farsi text اعدام کنید please permanently suspend account use hashtag violate twitter rule thank mahsaamini مهسا امینی
1608933621632757762,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. s #iranrevolution",1,twitter has block,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. s iranrevolution",despite difficult condition iran ukraine twitter block prefix two country make unable access many feature available twitter let people every country speak without put obstacle way iranrevolution
1577360370498506753,"shame on you @nytimes , @farnazfassihi . is this the free west? when you are criticized for not reflecting the truth, instead of being sorry and apologetic you suspend the account?! such a weak move. \nwomen, life, freedom \nزن، زندگی، آزادی \n#mahsaamini\n#opiran\n#مهسا_امینی https://t.co/d48xqi9yxd",1,suspend the account,"shame on you , . is this the free west? when you are criticized for not reflecting the truth, instead of being sorry and apologetic you suspend the account?! such a weak move. women, life, freedom زن، زندگی، آزادی mahsaamini opiran مهسا امینی https//t.co/d48xqi9yxd",shame free west criticize reflect truth instead sorry apologetic suspend account weak move woman life freedom آزادی mahsaamini opiran مهسا امینی
1571480384872882179,free  dr #mahdiyar_saeedian \ndoctor #مهدیار_سعیدیان  who had enlightened about the head injury of #مهسا_امینی seems to have been arrested. his tweet confirming mahsa's skull fracture was suspiciously deleted. https://t.co/bowxuadmwy\n#mahsa_amini \n#mahsaamini,1,tweet confirming mahsa's skull fracture was suspiciously delete,free dr mahdiyar saeedian doctor مهدیار سعیدیان who had enlightened about the head injury of مهسا امینی seems to have been arrested. his tweet confirming mahsa's skull fracture was suspiciously deleted. https//t.co/bowxuadmwy mahsa amini mahsaamini,free dr mahdiyar saeedian doctor مهدیار سعیدیان enlighten head injury مهسا امینی seem arrest tweet confirm mahsa skull fracture suspiciously delete mahsa amini mahsaamini
1587893834259738624,"it's not deleted though &amp; apparently i'm blocked by ""anon"" on this account 😹\n\nfyi all these #anonymous accounts don't have anything to do with the #anon you think it does 🤦 most people running around claiming they are in with anon are straight-up want to be super activists. https://t.co/w0juerdqf4",1,"deleted though &amp; apparently i'm blocked by ""anon"" on this account","it's not deleted though &amp; apparently i'm blocked by ""anon"" on this account fyi all these anonymous accounts don't have anything to do with the anon you think it does most people running around claiming they are in with anon are straight-up want to be super activists. https//t.co/w0juerdqf4",delete though amp apparently block anon account fyi anonymous account anything anon think people run around claim anon want super activist
1580996712734240768,the iranian regime forces raiding schools to arrest students.\n@vonderleyen @trussliz @emmanuelmacron @potus @justintrudeau @kamalaharris @dscc @amanpour \n@cnn @guardian @washingtonpost @libe @ap @nytimes @nbcnews\n#مهسا_امینی\n#mahsaamini https://t.co/yppwoacy3u,0,raiding schools to arrest students.\n@vonderleyen @trussliz @emmanuelmacron @potus @justintrudeau @kamalaharris @dscc @amanpour \n@cnn @guardian @washingtonpost,the iranian regime forces raiding schools to arrest students. مهسا امینی mahsaamini https//t.co/yppwoacy3u,iranian regime force raid school arrest student مهسا امینی mahsaamini
1617951540450557953,"which of your social networks was hacked, blocked or disabled?  have you tried contacting their support and it didn't work?  i can unlock and recover all these accounts, just send me a message.\n#hack #hacking #send #ethicalhacking #cybersecurity #message #service \n#database",1,blocked or disabled?  have you tried contacting their support and it didn't work?  i can unlock and recover all these account,"which of your social networks was hacked, blocked or disabled? have you tried contacting their support and it didn't work? i can unlock and recover all these accounts, just send me a message. hack hacking send ethicalhacking cybersecurity message service database",social network hack block disable try contact support work unlock recover account send message hack hack send ethicalhacking cybersecurity message service database
1602650700261085190,so grateful to have had the chance to work on this story out of iran about how daily lives unfold amid the anti government protests with the amazing team @washingtonpost . take a listen to the latest podcast episode of the post reports #مهسا_امینی  https://t.co/9djrnb224y,0,post⁩ . take a listen to the latest podcast episode of the post report,so grateful to have had the chance to work on this story out of iran about how daily lives unfold amid the anti government protests with the amazing team . take a listen to the latest podcast episode of the post reports مهسا امینی https//t.co/9djrnb224y,grateful chance work story iran daily live unfold amid anti government protest amazing team take listen late podcast episode post report مهسا امینی
1608492496774139905,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #مهسا_امینی",1,twitter has block,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. مهسا امینی",despite difficult condition iran ukraine twitter block prefix two country make unable access many feature available twitter let people every country speak without put obstacle way مهسا امینی
1578777107760840704,i call on @twitter to remove all those accounts that pretending to be me. they are spreading misinformation about iran’s  ongoing protest over #mahsaamini’s tragic death. they are also  gathering information from iranians which is dangerous. remove them immediately. https://t.co/h21bgyavw6,1,twitter to remove,i call on to remove all those accounts that pretending to be me. they are spreading misinformation about iran’s ongoing protest over mahsaamini’s tragic death. they are also gathering information from iranians which is dangerous. remove them immediately. https//t.co/h21bgyavw6,call remove account pretend spread misinformation iran ongoing protest mahsaamini tragic death also gather information iranian dangerous remove immediately
1608778695426314243,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution",1,twitter has block,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. iranrevolution",despite difficult condition iran ukraine twitter block prefix two country make unable access many feature available twitter let people every country speak without put obstacle way iranrevolution
1592968307795464192,"down with the mass murdering, child killing islamic republic! their time is over, press ""delete ir"" to continue into iran's bright future💚❤️\n#مهسا_امینی\n#اعتصابات_سراسری https://t.co/vnfvrjqj3r https://t.co/gj4bzo4ozn",1,delete,"down with the mass murdering, child killing islamic republic! their time is over, press ""delete ir"" to continue into iran's bright future مهسا امینی اعتصابات سراسری https//t.co/vnfvrjqj3r https//t.co/gj4bzo4ozn",mass murdering child kill islamic republic time press delete ir continue iran bright future مهسا امینی اعتصابات سراسری
1594272031226597378,#iranrevolution requests to countries that pretend have democracy/human right:\n\n1-recognize iran government as: terrorist-fascist-sadist-racist\n\n2-block their bank account\n3-stop buy from &amp; sell to\n4-call back your ambassadors\n5-deport iranian ambassadors\n\n#iranianlifematters https://t.co/5xcwk09n0d,0,block their bank account,iranrevolution requests to countries that pretend have democracy/human right 1-recognize iran government as terrorist-fascist-sadist-racist 2-block their bank account 3-stop buy from &amp; sell to 4-call back your ambassadors 5-deport iranian ambassadors iranianlifematters https//t.co/5xcwk09n0d,iranrevolution request country pretend right iran government bank account buy amp sell back ambassador iranian ambassador iranianlifematters
1610642310429114368,"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user,"iranians are being silenced again. according to the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. iranrevolution",iranian silence accord data disruption high mobile internet cut many user islamic regime want think protest govt atrocity false notion iranrevolution
1584720546495090688,ir security forces reportedly searched and beat several students attending the sadr vocational high school in tehran on october 24.\ntwo of the students were taken to tehran luqman hospital due to convulsions and injuries.\n@cnn @amnesty @washingtonpost @nytimes \n\n#mahsaamini,0,reportedly searched and beat several students attending the sadr vocational high school in tehran on october 24.\ntwo of the students were taken to tehran luqman hospital due to convulsions and injuries.\n@cnn @amnesty @washingtonpost,ir security forces reportedly searched and beat several students attending the sadr vocational high school in tehran on october 24. two of the students were taken to tehran luqman hospital due to convulsions and injuries. mahsaamini,ir security force reportedly search beat several student attend sadr vocational high school tehran october two student take tehran luqman hospital due convulsion injury mahsaamini
1576496326405017601,"all the pahlavi girlies reporting my account/throwing hate comments... honey it's not my fault ur ""king"" is dead &amp; ur ""prince"" is stupid.\n#مهسا_امینی\n#اعتصابات_سراسری",1,reporting my account,"all the pahlavi girlies reporting my account/throwing hate comments... honey it's not my fault ur ""king"" is dead &amp; ur ""prince"" is stupid. مهسا امینی اعتصابات سراسری",pahlavi girlies report hate comment honey fault ur king dead amp ur prince stupid مهسا امینی اعتصابات سراسری
1575244785534832653,"“when ebrahim raisi became president last summer, after a patently rigged election, he vowed to step up the enforcement of the hijab law. harassment, arrests, indictments and prison sentences of women all skyrocketed.” -@naderalihashemi #mahsaamini https://t.co/0kkgq0sarq",0,harassment,"“when ebrahim raisi became president last summer, after a patently rigged election, he vowed to step up the enforcement of the hijab law. harassment, arrests, indictments and prison sentences of women all skyrocketed.” - mahsaamini https//t.co/0kkgq0sarq",ebrahim raisi become president last summer patently rig election vow step enforcement hijab law harassment arrest indictment prison sentence woman mahsaamini
1577821269860524034,"instagram has #shadowbanned me, taking my stories down, my posts down, blocked me from going live. #merica way to go with the freedom of speech @meta shame on you for preventing me to be the voice of my people. #mahsaamini https://t.co/hpjtua41o2",1,shadowbanned,"instagram has shadowbanned me, taking my stories down, my posts down, blocked me from going live. merica way to go with the freedom of speech shame on you for preventing me to be the voice of my people. mahsaamini https//t.co/hpjtua41o2",instagram shadowbanned take story post block go live merica way go freedom speech shame prevent voice people mahsaamini
1580986469103325185,"#meta has started taking down facebook posts related to the iranian protests, especially chants like “death to the dictator”. they’ve also blocked ahmad’s access to his account. #iran #iranprotests2022 https://t.co/4lbmenglcj",1,"posts related to the iranian protests, especially chants like “death to the dictator”. they’ve also block","meta has started taking down facebook posts related to the iranian protests, especially chants like “death to the dictator”. they’ve also blocked ahmad’s access to his account. iran iranprotests2022 https//t.co/4lbmenglcj",meta start take facebook post relate iranian protest especially chant like death dictator also block ahmad access account iran
1572922776859676674,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n368,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove,lots of the iranian accounts(start with +98) do not work properly even from abroad. lots of the posts related to the current protests in iran are removed on shame on you opiran مهسا امینی 368,lot iranian account start work properly even abroad lot post relate current protest iran remove shame opiran مهسا امینی
1583548608095596544,"""snapp helps the lr regime in the protests of the iranian people and gives the information of its customers such as name, location, order information to the police to arrest them. may we ask you to delete this application to save the lives of iranian people.\n#مهسا_امینی",1,delete,"""snapp helps the lr regime in the protests of the iranian people and gives the information of its customers such as name, location, order information to the police to arrest them. may we ask you to delete this application to save the lives of iranian people. مهسا امینی",snapp help lr regime protest iranian people give information customer name location order information police arrest may ask delete application save life iranian people مهسا امینی
1613297291766689792,"dear @elonmusk and @twittersupport ,\njupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the reports by the irgc, a terrorist org , caused his account to be closed. please restore\n@jupiter_rad_2\n#iranrevolution https://t.co/ospoardqvu",1,"twittersupport ,\njupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the report","dear and , jupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the reports by the irgc, a terrorist org , caused his account to be closed. please restore rad 2 iranrevolution https//t.co/ospoardqvu",dear jupiter account one big anonymous defender iran new revolution help people iran report irgc terrorist org cause account close please restore rad iranrevolution
1588860068338216960,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend","hello mercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text اعدام کنید please permanently suspend accounts that use this hashtag for violating twitter rules. thank you mahsaamini مهسا امینی",hello mercenary terrorist islamic republic trend hashtag execute follow farsi text اعدام کنید please permanently suspend account use hashtag violate twitter rule thank mahsaamini مهسا امینی
1578600619148918785,"""god knows how many times i wrote and deleted, what can i write that deserves the cruelty of their hearts?  in memory of all the innocent blood spilt on the floor of the street.""\n\n—iranian actor bahram radan posted this video supporting #iranianwomen #mahsaamini \n#iranprotests https://t.co/fbdxi82anb https://t.co/e65fxpnhkz",0,"deleted, what can i write that deserves the cruelty of their hearts?  in memory of all the innocent blood spilt on the floor of the street.""\n\n—iranian actor bahram radan post","""god knows how many times i wrote and deleted, what can i write that deserves the cruelty of their hearts? in memory of all the innocent blood spilt on the floor of the street."" —iranian actor bahram radan posted this video supporting iranianwomen mahsaamini iranprotests https//t.co/fbdxi82anb https//t.co/e65fxpnhkz",god know many time write delete write deserve cruelty heart memory innocent blood spilt floor street actor bahram radan post video support iranianwomen mahsaamini iranprotests
1607804016460795906,"to get your snapchat account back contact me now, i'm available 24/7 #snap #snapchat #snapchatdown\n i am now available 24/7 for any snapchat hacking service #snap #snapchat #snapchatdown #hacked #hacker #hack #account #banned #suspended",1,"account back contact me now, i'm available 24/7 #snap #snapchat #snapchatdown\n i am now available 24/7 for any snapchat hacking service #snap #snapchat #snapchatdown #hacked #hacker #hack #account #banned #suspend","to get your snapchat account back contact me now, i'm available 24/7 snap snapchat snapchatdown i am now available 24/7 for any snapchat hacking service snap snapchat snapchatdown hacked hacker hack account banned suspended",get snapchat account back contact available snap snapchat snapchatdown available snapchat hacking service snap snapchat snapchatdown hack hacker hack account ban suspend
1585661907205234691,are you oky?? @twittersupport @twitter\ni'm not sure.\nwtf suspended account @black_reward \nthis account stands against the oppression of the dirty government of iran and you...\nreturn the account to its owners.\n\n#mahsaamini\n#iran https://t.co/e5sli8lcjc,1,twittersupport @twitter\ni'm not sure.\nwtf suspend,are you oky?? i'm not sure. wtf suspended account reward this account stands against the oppression of the dirty government of iran and you... return the account to its owners. mahsaamini iran https//t.co/e5sli8lcjc,oky sure wtf suspend account reward account stand oppression dirty government iran return account owner mahsaamini iran
1576768414390943744,"latest crp report as of october 2, 2022 | 5:00 pm et. details in my blogpost below. #iran #iraq #lebanon #kurdistan https://t.co/nyoapcytx5",0,"report as of october 2, 2022 | 5:00 pm et. details in my blogpost","latest crp report as of october 2, 2022 | 500 pm et. details in my blogpost below. iran iraq lebanon kurdistan https//t.co/nyoapcytx5",late crp report october pm et detail blogpost iran iraq lebanon kurdistan
1588877347721052161,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you ❤️🙏🏼\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend","hello mercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text اعدام کنید please permanently suspend accounts that use this hashtag for violating twitter rules. thank you mahsaamini مهسا امینی",hello mercenary terrorist islamic republic trend hashtag execute follow farsi text اعدام کنید please permanently suspend account use hashtag violate twitter rule thank mahsaamini مهسا امینی
1573058059680743435,#مهسا_امینی \nthey are blocking our access to the internet! after hours we can tweet! we are fighting. we want our country and freedom back. #opiran #mahsaamini,0,blocking our access to the internet! after hours we can tweet,مهسا امینی they are blocking our access to the internet! after hours we can tweet! we are fighting. we want our country and freedom back. opiran mahsaamini,مهسا امینی block access internet hour tweet fight want country freedom back opiran mahsaamini
1585284558282530816,"an auditable #anonymous user #authentication protocol based on #blockchain for #cloud services, @computersociety trans #cloudcomputing https://t.co/cjhb9lrmca @utsaresearch #cybersecurity #crypto #privacy #dlt",0,user #authentication protocol based on #block,"an auditable anonymous user authentication protocol based on blockchain for cloud services, trans cloudcomputing https//t.co/cjhb9lrmca cybersecurity crypto privacy dlt",auditable anonymous user authentication protocol base blockchain cloud service trans cloudcomputing cybersecurity crypto privacy dlt
1597995562556538880,"we picked up fluctuations on 25 and 29 november, so the moderate #tremor in southern #iran could be precursor activity. see also the respective previous posts. #earthquake https://t.co/nghhcduxs1",0,moderate #tremor in southern #iran could be precursor activity. see also the respective previous post,"we picked up fluctuations on 25 and 29 november, so the moderate tremor in southern iran could be precursor activity. see also the respective previous posts. earthquake https//t.co/nghhcduxs1",pick fluctuation november moderate tremor southern iran could precursor activity see also respective previous post earthquake
1608832925507923972,"if you need help with recovering any hacked or suspended  account, mails, tiktok, snapchat, instagram #instagram #account #needhelp #suspendaccount #help #mail #tiktok #snapchat #hack #suspended",1,suspended  account,"if you need help with recovering any hacked or suspended account, mails, tiktok, snapchat, instagram instagram account needhelp suspendaccount help mail tiktok snapchat hack suspended",need help recover hack suspend account mail tiktok snapchat instagram instagram account needhelp suspendaccount help mail tiktok snapchat hack suspend
1597682303190282242,the world cup in qatar is one of the most controversial in fifa's history. the fifa ban on players wearing the 'onelove' armband has been a major point of contention during the tournament so far.@petertatchell https://t.co/tzajqdaxo0 #irnusa #iran vs #usa #waleng,0, ban on players wearing the 'onelove' armband has been a major point of content,the world cup in qatar is one of the most controversial in fifa's history. the fifa ban on players wearing the 'onelove' armband has been a major point of contention during the tournament so far. https//t.co/tzajqdaxo0 irnusa iran vs usa waleng,world cup qatar one controversial fifa history fifa ban player wear armband major point contention tournament far irnusa iran v usa waleng
1603100525410816001,"necessary, though not adequate!\nwe expect you:\n🔴1- to expel the former/current islamic republic officials residing in your country!\n🔴2- to freeze bank accounts of these iri officials!\n🔴3- to enforce an entry ban on any former/current iri official.\n#iranrevolution2022 https://t.co/14mxx0uroh",0,accounts of these iri officials!\n🔴3- to enforce an entry ban,"necessary, though not adequate! we expect you 1- to expel the former/current islamic republic officials residing in your country! 2- to freeze bank accounts of these iri officials! 3- to enforce an entry ban on any former/current iri official. iranrevolution2022 https//t.co/14mxx0uroh",necessary though adequate expect expel islamic republic official reside country freeze bank account iri official enforce entry ban iri official
1587452494031962112,".@washingtonpost: iran's regime is going after schoolchildren.\n""many families fear sending their children to school, afraid they could be surveilled, beaten, detained or disappeared""\n@jakesullivan46 @secblinken @sfrcdems @houseforeign @houseforeigngop #mahsaamini @senateforeign https://t.co/1cg2fsenbt",0,"post: iran's regime is going after schoolchildren.\n""many families fear sending their children to school, afraid",". iran's regime is going after schoolchildren. ""many families fear sending their children to school, afraid they could be surveilled, beaten, detained or disappeared"" mahsaamini https//t.co/1cg2fsenbt",iran regime go schoolchildren many family fear send child school afraid could surveilled beat detain disappear mahsaamini
1573005727744098308,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n949,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove,lots of the iranian accounts(start with +98) do not work properly even from abroad. lots of the posts related to the current protests in iran are removed on shame on you opiran مهسا امینی be our voice when they silenced us say her name 949,lot iranian account start work properly even abroad lot post relate current protest iran remove shame opiran مهسا امینی voice silence u say name
1573092634729627657,"iranian authorities have created a snitch line on telegram to identify and harm protestors. and while this has been reported to @telegram, the channel and account remains active with +10k subs.\n\nthis has been reported. no action has been taken. real harm is being done\n#مهسا_امینی https://t.co/pdsceehtpx",1,"reported to @telegram, the channel and account","iranian authorities have created a snitch line on telegram to identify and harm protestors. and while this has been reported to , the channel and account remains active with +10k subs. this has been reported. no action has been taken. real harm is being done مهسا امینی https//t.co/pdsceehtpx",iranian authority create snitch line telegram identify harm protestors report channel account remains active sub report action take real harm do مهسا امینی
