id	text_lower	label	matched_word
1.60897E+18	"if you need help with recovering any hacked or suspended  account, mails, tiktok, snapchat, instagram etc..\n#instagram #account #needhelp #suspendaccount #help #mail #tiktok #snapchat #hack #suspended!!"	1	suspended  account
1.58856E+18	tiktok removed this video and banned my account. so here i am on twitter! #mahsaamini #مهسا_امینی #مرگ_بر_خامنه_ای #مرگ_بر_دیکتاتور https://t.co/tv0tzycpit	1	removed this video and banned my account
1.6002E+18	"hossein jalali, iran parliament member: bank accounts of women not wearing hijab properly will be blocked soon. \nthe ir lacks enough oppressing forces, so it comes up with new tactics to put pressure on women.\n#مهسا_امینی \n#mahsaamini\n#iranrevoiution https://t.co/3efunizfhw"	0	accounts of women not wearing hijab properly will be block
1.60039E+18	to #hack or recover your account dm now\n#algorithms #wearables #health #datascience #python #cloud #ai #flutter #serverless #gmail #snapchat  #blockchain #bigdata #rstats #100daysofcode #iot #startup #data #analytics #automation #digitalhealth #instagram  #cybersecurity #robotic https://t.co/t2fnlmjtvb	1	account dm now\n#algorithms #wearables #health #datascience #python #cloud #ai #flutter #serverless #gmail #snapchat  #block
1.57292E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n316	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.57252E+18	"please help us, we need help, iranian girls are afraid to go out, please help us and publish this content so that we can be seen and people and organizations will help us, like #mahsa_amini , mahsa was killed and murdered for not wearing a full hijab.\n#مهسا_امینی \n#mahsaamini"	0	"raid to go out, please help us and publish this content"
1.60002E+18	"december 6 - sanandaj, western #iran\nlocals are on strike, continuing the nationwide protests against the regime on the uprising's 82nd. authorities have blocked numerous merchants' access to their bank accounts.\n#iranrevolution2022\n#اعتصابات_سراسری\nhttps://t.co/cctjmjw2pb"	0	blocked numerous merchants' access to their bank account
1.58599E+18	please report this account #مهساامینی #اعتصابات_سراسری #اعتراضات_سراسری #اعتراضات_و_اعتصابات_سراسری https://t.co/m3vuzqbnul	1	report this account
1.57965E+18	#iranrevolution\n#mahsaamini  \n#nikashakarami\n#opiran \nmy main account @herx suspended by @twitter @twittersupport  please restore https://t.co/cw4uck9ypg	1	account @herx suspend
1.59749E+18	i reckon it’s time to cancel @elonmusk  don’t buy #tesla #starlink  delete #twitter  &amp;  sale the tesla stock https://t.co/ly4n3kfzlo	0	delete #twitter
1.59011E+18	#twitter #anonymous says everyone should change their name to elon #musk to be suspended at the same time. the reference is to the battle of the twitter owner over the renaming of profiles.  anonymous unleashes a #clonewar against the new ceo https://t.co/smcewalj5h	1	twitter #anonymous says everyone should change their name to elon #musk to be suspend
1.60818E+18	"twitter is our only way to connect with the outside world and our only hope to spread the truth. if you believe in freedom of speech, please don't block our access to twitter. return the country code (+98) and help us with the #iranrevolution. thank you.\n#mahsaamini"	1	"twitter is our only way to connect with the outside world and our only hope to spread the truth. if you believe in freedom of speech, please don't block"
1.60145E+18	"meanwhile, the new publisher of \n@washingtonpost fired their leading investigative reporter on police violence @radleybalko\n\nand #potus  hopes to “free” #iran \n\ntragicomedy https://t.co/7irurgcwlb"	0	post fired their leading investigative report
1.57293E+18	"mark zuckerberg/meta has hit a new low by censoring #iranprotests and blocking accounts. social media should be the voice of people fighting for their freedom, not supporting the massacre. #mahsa_amini #opiran https://t.co/htfznwvhqb"	1	blocking account
1.58976E+18	"inbox now for all account recovery services,lost or suspended\ninbox now let's get it done\n#hacked #icloud #facebookdown #imessage #ransomware #snapchat #snapchatsupport #snapchatleak #hacking #discord #xboxseriesx  #missingphone\n#hack #facebookdown..\nhttps://t.co/kqozfivv7u"	1	"account recovery services,lost or suspend"
1.58749E+18	"iran hrm di twitter: ""graves of protesters who were killed by security forces during #iranprotests in marivan, kurdistan province, sw #iran. reports indicate that at least 9 protesters were killed in this city.… https://t.co/jggyqxc2b2"" https://t.co/cc0w2s2qcy"	0	"twitter: ""graves of protesters who were killed by security forces during #iranprotests in marivan, kurdistan province, sw #iran. report"
1.59917E+18	"check out zanzedegiazadi's video! #tiktok https://t.co/ksxzfuxhnq @elonmusk please ban ayatollah’s account, see what he’s doing to these kids. #mahsaami̇ni̇"	1	 ban ayatollah’s account
1.59518E+18	ever since the iran protest started i’ve been posting on my insta story non-stop like a news reporter. honestly it’s hard not feel annoying and want to stop. but me looking like a annoying idiot it worth the end goal #iranprotests2022 #iranrevoiution	0	posting on my insta story non-stop like a news report
1.60009E+18	"hossein jalali, iran parliament member: bank accounts of women not wearing hijab properly will be blocked soon. \nthe ir lacks enough oppressing forces, so it comes up with new tactics to put pressure on women.\n#مهسا_امینی \n#mahsaamini\n#iranrevoiution https://t.co/glvsyh1py3"	0	accounts of women not wearing hijab properly will be block
1.59733E+18	"detained activist arash sadeghi, who reportedly suffers from cancer, is in danger due to fears he may not have access to vital medicine. \n\nhis informative posts on #iranprotests were shared by thousands until he was arrested on oct. 18.\n\n#آرش_صادقی #iran #mahsaamini \n#مهسا_امینی https://t.co/niim5hetab"	0	"reportedly suffers from cancer, is in danger due to fears he may not have access to vital medicine. \n\nhis informative post"
1.60456E+18	"delete tiktok, house gop foe of china says https://t.co/fkjvucf76z\n#usa #canada #bitcoin #cryptocurrency #russia #ukraine #india #uk #france #business #israel #china #iran #turkey"	0	delete
1.5756E+18	"shervin, a boy who became the voice of all iranian people by singing a song\nthe song was posted on his instagram, which had more than 40 million views, and was deleted\nafter a few hours, they informed us of his arrest\nthat song is clean, but we still whisper it #مهسا_امینی https://t.co/pbsehnbl9h"	1	"posted on his instagram, which had more than 40 million views, and was delete"
1.59475E+18	⚠️ confirmed: network traffic data show a major disruption to internet service in #iran as mobile internet is cut off for many users; the incident comes amid a wave of new protests over the death of #mahsaamini and reports of casualties 📵	0	users; the incident comes amid a wave of new protests over the death of #mahsaamini and report
1.57294E+18	many reports are showing that whatsapp accounts with iranian numbers can not send or deliver messages even outside of iran! \nis @meta restricting these numbers intentionally? also @instagram seems to delete posts and stories related to #iranprotests2022. \n#opiran #mahsaamini	1	reports are showing that whatsapp account
1.57294E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n528	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.59079E+18	a shocking picture of one of the girls who were dancing in rasht municipality square just a few hours ago. a twitter account reported that people in civilian clothes shot at her.\nshe was murdered for dancing!💃\n#mahsaamini #opiran #السعودية_بنما \n#iranrevoiution #iran. https://t.co/ioo38uinxe	0	twitter account report
1.60879E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution"	1	twitter has block
1.61331E+18	"dear @elonmusk and @twittersupport ,\njupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the reports by the irgc, a terrorist org , caused his account to be closed.please restore\n@jupiter_rad_2\n#iranrevolution\nq https://t.co/4tjpxvden8"	1	"twittersupport ,\njupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the report"
1.57295E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#mahsaamini \n#opiran \n#مهسا_امینی ‌	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.60317E+18	"if you need help with recovering any hacked or suspended  account, mails, tiktok, snapchat, instagram etc..\ni'm available 24/7\n#instagram #account #needhelp #suspendaccount #help #mail #tiktok #snapchat #hack #suspended ."	1	suspended  account
1.61181E+18	"a fire on saturday broke out at an idp camp in kurdistan region's duhok province, with no casualties reported.\n\n#kurdistan #twitterkurds #yezidis \nhttps://t.co/izbnqpsibc"	0	reported.\n\n#kurdistan #twitter
1.61581E+18	"short video cut made by @mussitasch the titelpicture is a mindmap made by @amt.\n stay tuned!\n""sanctions mean postponement resolution is ban label ""irgc"" as terrorist organization #irgcterrorists\n#iranrevoiution\n#mahsaamini\nhttps://t.co/bli37jbn1h"	0	postponement resolution is ban 
1.60016E+18	"hossein jalali, iran parliament member: bank accounts of women not wearing hijab properly will be blocked soon. \nthe ir lacks enough oppressing forces, so it comes up with new tactics to put pressure on women.\n#مهسا_امینی \n#mahsaamini\n#iranrevoiution https://t.co/kefiy6rxax"	0	accounts of women not wearing hijab properly will be block
1.61242E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way.\n#iranrevolution"	1	twitter has block
1.61741E+18	"twitter trends about ukraine:\n#iran 71%, #mahsaamini 120%, #iranians 110%, #germany 87%\nview full report: https://t.co/titxef9b3h\nupdated jan 23, 6:30 am utc"	0	"twitter trends about ukraine:\n#iran 71%, #mahsaamini 120%, #iranians 110%, #germany 87%\nview full report"
1.60852E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way.\n#iranrevolution"	1	twitter has block
1.57827E+18	my main account in\nthe protests has been suspended and i have lost all my followers over the years \ni am furious at twitter they don't even respond  \ni am only supporting likes of #mahsaamini  \n#nikashakarami \nhow cab this be an issue for twitter? https://t.co/ecrxvgopiw	1	account in\nthe protests has been suspend
1.61437E+18	"hacking attempts on your device?\n\ndm now for risk free security solutions. #risk #security #solutions #hacking #hack #solution #attempt #hackingattempt #securitysolutions \ninbox now for all account recovery services,lost or suspended,"	1	"account recovery services,lost or suspend"
1.61127E+18	the #iranianchildkillingregime intimidating iranians in diaspora.\nplease report! \n\n@guardian @dwnews @nytimes @cnn @reuters @bbcnews @washingtonpost @diezeit @abcnews @cbcnews @foxnews @nbcnews @lemondefr @svtnyheter @nyheterna @france24 @democracynow\n #mahsaamini #opiran https://t.co/gbsydakxuy	0	report! \n\n@guardian @dwnews @nytimes @cnn @reuters @bbcnews @washingtonpost
1.59803E+18	to #hack or recover your account dm now #digitalhealth #health #datascience\n#python #snapchat #cloud #whatsapp #flutter #serverless #neuralnetwork #blockchain #nlp #publichealth #bigdata\n#gmailhecked #100daysofcode #lot #startup #statistics #data #analytics\n#automation https://t.co/k04l39gyem	1	account dm now #digitalhealth #health #datascience\n#python #snapchat #cloud #whatsapp #flutter #serverless #neuralnetwork #block
1.61068E+18	"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution"	0	blocks the data disruption is at its highest and mobile internet has been cut off for many user
1.57291E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n206	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.61354E+18	"dear @elonmusk and @twittersupport ,\njupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the reports by the irgc, a terrorist org , caused his account to be closed. please restore\n@jupiter_rad_2\n#iranrevolution"	1	"twittersupport ,\njupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the report"
1.61297E+18	"#irgcterrorists \nislamic regime irrgc is a terrorist organization &amp; threat to world security.\nsanction, stop transactions, don't allow them to come to your countries, block accounts, help iranian people &amp; make the world safer\n#iranrevolution\n@josepborrellf\n@hneumannmep \n@weimers https://t.co/skwoeaenld"	0	block account
1.59509E+18	"dear @twittersupport \nthis days that iranians are protesting against ir regime,we try to share and show what’s going on here,the islamic republic cyber agents try reports our activist accounts,and you did suspend them,\nplease unlock our activist account:\n@erenrumbling21\n#opiran"	1	"twittersupport \nthis days that iranians are protesting against ir regime,we try to share and show what’s going on here,the islamic republic cyber agents try report"
1.5729E+18	"hi #nftcommumity \nif you don't hear from us later, know that the gov  have blocked our access to the internet  so that we can't send our voice to the world\n#mahsaamin  #مهسا_امینی\n#tntnft #artistontwitter https://t.co/bocygxwye6"	0	blocked our access to the internet  so that we can't send our voice to the world\n#mahsaamin  #مهسا_امینی\n#tntnft #artistontwitter
1.57564E+18	my dear friend donya raad was arrested today after posting this picture of herself having breakfast without wearing hijab . her picture went viral when several news outlets used it to report on protests. we are very concerned for her safety #mahsaamini #iranprotests2022 https://t.co/cgykijzo1d	0	posting this picture of herself having breakfast without wearing hijab . her picture went viral when several news outlets used it to report
1.6115E+18	unlock your ban or hacked twitter \nslide my dm now #twiter #hacking #hacking #hacked #hacker #hack #twitterfiles2 #twittergate +	1	 ban or hacked twitter
1.6087E+18	"&lt;clarify&gt;about of new founder @elonmusk again? so far, i know @twittersupport and @twittersafety is reviewing your @verified status currently? \n=take it down a notch: no reason to disrespect/doxx anyone. \n#anonymous #lulzsec don't play 'mind-games' like you are understood. peace! https://t.co/milpaa61w2"	1	twittersupport and @twittersafety is reviewing your @verified status currently? \n=take it down a notch: no reason to disrespect/dox
1.57471E+18	content analysis:\nthis article scores 60/100. the complete report can be viewed here: https://t.co/soabxtdmeg\n(i'm a bot)\n\n#iranprotests2022 #iranian #europe https://t.co/3pw418ntry	0	content analysis:\nthis article scores 60/100. the complete report
1.57561E+18	🎥 iranian artist shervin hajipour who sang a song based on tweets supporting the protests has gone missing and his post on instagram which had 40m views has been removed.\n\n #iranrevolution  #mahsaamini  #شروین_حاجی_پور  #opiran  #مهسا_امینی  #اعتصابات_سراسری	1	tweets supporting the protests has gone missing and his post on instagram which had 40m views has been remove
1.58634E+18	retweet this as wide as you possibly can. \n\nalso sign and share the petition to remove malley\n\n#mahsaamini #iranrevoiution #womanlifefreedom https://t.co/o26odjkc0j	0	tweet this as wide as you possibly can. \n\nalso sign and share the petition to remove
1.60489E+18	🚨 please report that this account is encouraging violence and self harm #report .@twittersupport .@elonmusk #anonymous #anons https://t.co/zdxlfeu176	1	report that this account
1.58957E+18	"#nafofellas indirectly re🇺🇦about terrorist iran regime supplying drones to ruzzia. please take a moment to report any progovt tweet w/ \n# اعدام_کنید\n(i put a space in between # &amp;persian “execute”) calling to execute approx 15,000 protesters. you’ll save lives! #mahsaami̇ni̇ 🙏🙏 https://t.co/6sfvt15mss"	1	report any progovt tweet
1.60852E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution"	1	twitter has block
1.57252E+18	"iranian girls are afraid to go out, please help us and publish this content so that we can be seen and people and organizations will help us, our government want to kill us, like mehsa amini, mahsa amini was killed for not wearing a full hijab. #mahsa_amini  #مهسا_امینی"	0	"raid to go out, please help us and publish this content"
1.57184E+18	doctor #مهدیار_سعیدیان  who had enlightened about the head injury of #مهسا_امینی seems to have been arrested. his tweet confirming mahsa's skull fracture was suspiciously deleted.\nشونزده	1	tweet confirming mahsa's skull fracture was suspiciously delete
1.61581E+18	"inbox us, if you need our hacking services.\nwe are available 24/7\ninbox and smile again\n#hacked #facebookdown #whatspp #hackedinstagram #twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspended"	1	twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspend
1.59517E+18	"warning: sensitive content\n\nthe islamic republic of iran's #irgc forces shot &amp; severely injured a 16-year-old child named #reza_kazemi near muchesh, #kurdistan prov. \n\nhe was transferred to kowsar hospital in #sanandaj and his condition is reported to be critical.\n\n#mahsaamini https://t.co/d8bemej4tu"	0	"content\n\nthe islamic republic of iran's #irgc forces shot &amp; severely injured a 16-year-old child named #reza_kazemi near muchesh, #kurdistan prov. \n\nhe was transferred to kowsar hospital in #sanandaj and his condition is report"
1.61825E+18	unlock your ban or hacked twitter\nslide my dm now #twiter #hacking #hacking #hacked #hacker #hack #twitterfiles2 #twittergate	1	 ban or hacked twitter
1.58097E+18	authorities in iran forced to remove poster of women in hijabs after pr fiasco | #iran | the guardian\n\n#mahsaamini https://t.co/rrl7obbwwl	0	remove post
1.57328E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n\n#mahsaamini	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.60056E+18	#sanandaj public administration and revolution is blocking bank accounts and assets related to the people of sanandaj on a very large scale. they do exactly what the #nazis did to the #jews\n\n#ژینا_امینی #mahsaamini \n#مهسا_امینی https://t.co/ii96tybpak	0	blocking bank account
1.61064E+18	"live report: iran’s people continue protests, mark soleimani’s death by burning his posters https://t.co/kxydojjnp3 via @mojahedineng #iranrevolution  #freeiran2023 \n#freeirantelethon \n#مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر"	0	"report: iran’s people continue protests, mark soleimani’s death by burning his post"
1.61425E+18	"congresswoman, you’re tagged because there’s a good chance you can save #میلاد_یوسفی life by tweeting you’re accepting his political sponsorship.\n\nfact 1: irgc is afraid of media coverage on political prisoners!\nfact 2: you have a platform!\n\n#مهسا_امینی https://t.co/ss8vspydn4"	0	tweeting you’re accepting his political sponsorship.\n\nfact 1: irgc is afraid
1.5883E+18	"mek iran (mujahedin-e khalq) on twitter: ""pmoi / #mek has been able to report on the latest developments thanks to its massive network inside the country.\n#iran #iranportests #freeiran usadarfarsi… https://t.co/xiiwwsdupy"" https://t.co/u7avvta5cc"	0	"twitter: ""pmoi / #mek has been able to report"
1.60849E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution"	1	twitter has block
1.60596E+18	"in order to prevent the athletes' protest movements from being seen, the islamic republic of iran broadcasts important matches with a delay of two minutes so that the censors can get to work and delete that scene.\n#mahsaamini \n#iranrevoiution\n#مهسا_امینی\n#iranrevoiution https://t.co/vvagrjrwee"	0	delete
1.58264E+18	how to delete iphone location history https://t.co/gd7oacjzim #privacy #vpn #security	0	delete
1.57673E+18	"reports indicate the us may send this criminal regime billions yet again.\n@potus, you have yet to help our people. at least don't fund the bullets piercing the hearts of our youth!\n#mahsaamini\n@wsj @cnn @foxnews @reutersiran @ap @nytimes @washingtonpost @nbcnews @abcnews @cbsnews https://t.co/yyrjxwaxwt"	0	"reports indicate the us may send this criminal regime billions yet again.\n@potus, you have yet to help our people. at least don't fund the bullets piercing the hearts of our youth!\n#mahsaamini\n@wsj @cnn @foxnews @reutersiran @ap @nytimes @washingtonpost"
1.58968E+18	"#spacex #starlink units go offline, ukraine suffers communications outage - a block of #1,300 #terminals used for fighting operations that #ukraine bought from a #british company in march #were #impacted by the outage. \nkyiv post - ukraine's global voice - https://t.co/shvuove844"	0	"block of #1,300 #terminals used for fighting operations that #ukraine bought from a #british company in march #were #impacted by the outage. \nkyiv post"
1.61337E+18	bring me those hacked | disabled | locked | unable to login |suspended | lost 2fa code \n#hack \n#facebook💻\n#instagramdown\n#snapchat \n#twitter \n#telegram \nand other accounts here for professional expert account recovery ‼💯✅ #hacked #hacking #1000lbbestfriends #snapchatrecovery https://t.co/ldgdgljkat	1	suspended | lost 2fa code \n#hack \n#facebook💻\n#instagramdown\n#snapchat \n#twitter
1.60733E+18	"""please keep this diary for me."" iranian women send the recordings from their phones to the bbc before they delete them for safety. important, and also beautifully produced. #mahsaamini #iranwomen #iranprotests \nhttps://t.co/wh0cdl7yx7"	0	delete
1.60861E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution"	1	twitter has block
1.57721E+18	"#khamenei still has his @twitter @twittersupport account. able to spread lies while the people of #iran are struggling to send information to their friends, family and the world. we should all report this account. \n\n#iranprotests2022 #iranprotest #opiran #mahsaamini #مهسا_امیتی"	1	"twitter @twittersupport account. able to spread lies while the people of #iran are struggling to send information to their friends, family and the world. we should all report"
1.60266E+18	"for those who haven't felt it first hand the burden of false accusations, arrest, torture, and execution often also fall on families.\n\nin #iran families can face threats, harassment, and attacks to silence them. #gohareshghi recently came forward about the threats on her family. https://t.co/qgbefkhbkm https://t.co/zuauqnri4d"	0	harassment
1.59567E+18	"""please, if you have any information about iranian troll accounts, send me (@shourahashemi) screenshots, not just the usernames. i'm blocked by a lot of these accounts because they know i'm on the hunt for criminals. thanks.""\n#iranrevolution https://t.co/ahkae2rvs2"	1	"accounts, send me (@shourahashemi) screenshots, not just the usernames. i'm block"
1.5889E+18	"hello @elonmusk @trevornoah \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n#mahsaamini\n#مهسا_امینی https://t.co/d7cgzhupll"	1	suspend account
1.61475E+18	"twitter trends about ukraine:\n#moscow 84%, #nazis 32%, #irgc 60%, #iran 70%\nview full report: https://t.co/titxef8de9\nupdated jan 15, 10:30 pm utc"	0	"twitter trends about ukraine:\n#moscow 84%, #nazis 32%, #irgc 60%, #iran 70%\nview full report"
1.57731E+18	83 more people in #zahedan are killed in #mahasamini movement whici is #iranrevolution \n\nwhile all world largest news agencies are giving biased unauthentic reports:@cbcnews @nytimes @cnni @washingtonpost \n\nin accordance with most officials still supporting brutal gov of ir! https://t.co/wcgoqiapy2 https://t.co/qcwzfmjiib	0	reports:@cbcnews @nytimes @cnni @washingtonpost
1.57347E+18	"calling infiltration, targeted harassment, smear campaigns and personal terror and sabotage simply ""campaigns"" is the same as calling torture ""enhanced interrogation"". #opreduction #anonymous https://t.co/28ebxdar81"	0	harassment
1.6009E+18	"#iranrevolution - mr. dariush omran reporting about imprisonment of his son, #omid_omran for over 50 days. the judiciary system won’t allow lawyers to access the case and won’t accept the bail. please be his voice! #امید_عمران  #mahsaamini‌ @cnn @un_hrc @abcnews @washingtonpost https://t.co/7lf9q6feuv"	0	"reporting about imprisonment of his son, #omid_omran for over 50 days. the judiciary system won’t allow lawyers to access the case and won’t accept the bail. please be his voice! #امید_عمران  #mahsaamini‌ @cnn @un_hrc @abcnews @washingtonpost"
1.57293E+18	"shame on you @meta,for working with murderer regiem of iran to block people access to @whatsapp and @instagram, also removing posts covering protests and tyranny of regiem. \nyou are standing on the wrong side. \n@potus\n@youranonone \n@usenvoyiran \n#mahsaamini\n#oplran\n#مهسا_امینی https://t.co/qok9vyio0p https://t.co/k4abro1bi6"	1	"block people access to @whatsapp and @instagram, also removing post"
1.57293E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n423	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.59161E+18	"and just like that.....\nwhen a liar is caught, in this case @ranarahimpour.... they delete all their tweets and dissappear. these people are enemies of #iran.\nshame on you #bbcpersian https://t.co/5vnvqnlhu6"	1	delete all their tweet
1.58945E+18	"enough is enough. @elonmusk remove the ayatollah from twitter. \n\nif he doesn’t let his own people use the platform, why should you let him use the platform?\n\n👉 sign https://t.co/tb6hedvfhf…\n\n#mahsaamini #opiran #iranrevolution #مهسا_امینی"	1	remove the ayatollah from twitter
1.573E+18	"there are many reports of iranians who live outside iran, that their whatsapp account with iran’s phone number is not working in other countries! what is going on @meta?!\n#iranprotests #mahsaamini https://t.co/qdv6vqdueq"	1	"reports of iranians who live outside iran, that their whatsapp account"
1.60852E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way.\n#iranrevolution"	1	twitter has block
1.61125E+18	"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution @cnn"	0	blocks the data disruption is at its highest and mobile internet has been cut off for many user
1.61154E+18	message unlock_40pro on instagram for assistant  hacking related\naccount recovery\nphone spying\nservice and cybersecurity\n(trying  to refer as many as i can)\n#bannedpsn #accountrecovery #bannedtiktok #hacked\n#suspendedtwitter #usahacker #hackers #hack #hacking\n#hacker\n#hacks	1	account recovery\nphone spying\nservice and cybersecurity\n(trying  to refer as many as i can)\n#bannedpsn #accountrecovery #bannedtiktok #hacked\n#suspend
1.57332E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n\n‌‌...	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.61995E+18	childporn accounts+websites reported by \nhttps://t.co/lnkm9xgfuv \n\n#oppedohunt #opchildsafety #anonymous https://t.co/gkg7rhltbh	1	accounts+websites report
1.61066E+18	"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution"	0	blocks the data disruption is at its highest and mobile internet has been cut off for many user
1.59715E+18	"two more kurdish protesters have been gunned down by iranian security forces during the demonstrations in iranian kurdistan, a human rights watchdog reported on monday.\n\n#iran #kurdistan #twitterkurds #mahsaami̇ni̇ https://t.co/tdwk9cldwx"	0	reported on monday.\n\n#iran #kurdistan #twitter
1.60852E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution"	1	twitter has block
1.59889E+18	things the world is focusing:\n1. orthodox beliefs\n2. #kanyewest\n3. #twitterdeal\n4. #fifaworldcup2022 \n\nthings the world should focus on:\n1. #climatechange\n2. #poverty \n3. #unemployment \n4. #mentalhealth &amp; #depression \n5. #mahsaamini\n6. #peace \n7. #wellbeing \n\n@elonmusk @noname https://t.co/osr9rz7g5s	0	dox beliefs\n2. #kanyewest\n3. #twitter
1.61839E+18	"inbox us, if you need our hacking services.\nwe are available 24/7\ninbox and smile again\n#hacked #facebookdown #whatspp #hackedinstagram #twitterdown  #lockedaccount #metamask #ransomware #bnb  hat #hack #suspended"	1	twitterdown  #lockedaccount #metamask #ransomware #bnb  hat #hack #suspend
1.58527E+18	"🎥 amirabad, #tehran now\nupdate \n🔺41st day #iranrevoiution \nprotesters are on their oath to be on the streets for #mahsaamini 's 40th day of death \nchanting down with dictator \npervious post: a source had reported she had escaped attack\n#اعتصابات_سراسری #مهسا_امینی https://t.co/shxdjmreur"	0	post: a source had report
1.59859E+18	"the washington post, quoting western and middle eastern officials, reported: iran's security institutions widely use criminal gangs, jewelry thieves, drug traffickers, and civilians to threaten, kidnap, and kill opponent👇\n@anonymousopiran\n@humanrights\n@unitednation\n#mahsaamini https://t.co/09tuntyxl1"	0	"post, quoting western and middle eastern officials, report"
1.57699E+18	"russian influencer calls for massacre of ukrainian women, #anonymous hackers block her bank account.\n\nelvina borovkova is, she is the one who said that it's okay for russian soldiers to rape 17 year old ukrainian girls because the age of consent is 16.  https://t.co/oezqmumfyh"	0	block her bank account
1.61325E+18	"dear @elonmusk and @twittersupport ,\njupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the reports by the irgc, a terrorist org , caused his account to be closed. please restore\n@jupiter_rad_2\n#iranrevolution"	1	"twittersupport ,\njupiter's account is one of the biggest anonymous defenders of iran's new revolution and helps the people of iran, while the report"
